Competition Title,Competition Date,FIRST,LAST,Nation,Rank,Qualification lead,Qualification speed,Qualification boulder,Final lead,Final speed,Final boulder,Points,Final Points,Category
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Christopher,COSSER,RSA,14,12.,5.,30.,,,,1982.5,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sam,LAVENDER,AUS,15,23.,12.,7.,,,,2070.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Eneko,CARRETERO CRUZ,ESP,16,12.,19.,10.,,,,2593.5,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Louis,GUNDOLF,AUT,17,10.,25.,14.,,,,3500.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Klemen,NOVAK,SLO,18,8.,26.,19.,,,,4056.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Amiad,LIFMAN,ISR,19,16.,18.,16.,,,,4752.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ymer,ALBER,SWE,20,11.,32.,15.,,,,5445.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Suraj,SINGH,IND,21,22.,24.,10.,,,,5544.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Carmel,RAZ ROMEO,ISR,22,21.,22.,12.,,,,5775.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emilio,RIOS,CHI,23,19.,15.,21.,,,,5985.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Stoyan,PETROV,BUL,24,26.,21.,19.,,,,10647.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Thomas,WALDIN,NZL,25,32.,20.,22.,,,,14080.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Albert,ILSAAS SUTHURST,NOR,26,20.,29.,24.,,,,14210.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Joaquin,SQUELLA,CHI,27,29.,17.,30.,,,,15036.5,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Theofanis Ermis,THEOCHAROPOULOS,GRE,28,33.,23.,24.,,,,18595.5,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Frederik,VIBERG CHRISTIANSEN,DEN,29,28.,27.,28.,,,,21168.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Pedro,AVELLAR,BRA,30,30.,28.,29.,,,,24360.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,David,SHEPPARD,NZL,31,34.,31.,26.,,,,27404.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Pedro,EGG,BRA,32,25.,32.,33.,,,,27637.5,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Alexandros,LAVDAS,GRE,33,31.,30.,32.,,,,29760.0,,combined
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Thokchom Boynao,SINGH,IND,34,27.,32.,33.,,,,29848.5,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Janja,GARNBRET,SLO,1,35+8.,9.1657.,4T4z552.,Top1.,13.3996.,1T2z122.,112.0,12.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Akiyo,NOGUCHI,JPN,2,36+2.,9.39110.,4T4z1284.,40+3.,10.0827.,2T2z331.,80.0,21.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Shauna,COXSEY,GBR,3,36+3.,10.42214.,4T4z441.,20 7.,9.2252.,1T2z233.,42.0,42.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Aleksandra,MIROSLAW,POL,4,10+20.,7.3211.,0T0z0019.,10 8.,7.7501.,0T0z008.,390.0,64.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Miho,NONAKA,JPN,5,29+14.,8.9945.,3T4z576.,23+5.,12.3564.,1T2z344.,420.0,80.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ai,MORI,JPN,6,Top1.,12.58518.,1T2z1816.,Top2.,12.8608.,1T2z375.,288.0,80.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Futaba,ITO,JPN,7,29+15.,8.9174.,4T4z12125.,27 4.,8.6555.,0T2z026.,300.0,120.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Petra,KLINGLER,SUI,8,31+12.,9.2018.,4T4z663.,23+6.,8.9013.,0T2z037.,288.0,126.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Brooke,RABOUTOU,USA,9,35+7.,9.1296.,2T2z3310.,,,,420.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jessica,PILZ,AUT,10,36+6.,9.56411.,3T4z6107.,,,,462.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Anouck,JAUBERT,FRA,11,18+18.,7.5142.,1T2z2517.,,,,612.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Julia,CHANOURDIE,FRA,12,32 11.,9.2639.,3T3z868.,,,,792.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Chaehyun,SEO,KOR,13,36+5.,10.77016.,2T2z9913.,,,,1040.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Mia,KRAMPL,SLO,14,36+4.,12.79719.,1T2z1514.,,,,1064.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Di,NIU,CHN,15,10+19.,8.1373.,0T0z0019.,,,,1111.5,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Vita,LUKAN,SLO,16,34+9.,13.22820.,2T4z499.,,,,1620.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Lucka,RAKOVEC,SLO,17,32+10.,10.47715.,2T2z5512.,,,,1800.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Alannah,YIP,CAN,18,21+16.,9.96312.,2T2z5311.,,,,2112.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Nanako,KURA,JPN,19,21+17.,10.11813.,1T2z1715.,,,,3315.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ievgeniia,KAZBEKOVA,UKR,20,31 13.,10.82217.,1T1z1118.,,,,3978.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Tomoa,NARASAKI,JPN,1,31+7.,6.3524.,3T4z1164.,30 2.,fall2.,3T3z431.,112.0,4.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jakob,SCHUBERT,AUT,2,36 2.,7.38515.,3T4z482.,Top1.,7.2087.,0T3z065.,60.0,35.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Rishat,KHAIBULLIN,KAZ,3,27+16.,5.8631.,1T1z4317.,22 5.,5.9151.,0T1z028.,272.0,40.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Kai,HARADA,JPN,4,30 13.,6.6346.,3T4z493.,30 3.,6.3483.,0T2z066.,234.0,54.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Meichi,NARASAKI,JPN,5,31 10.,6.7768.,3T4z1185.,21 6.,6.6895.,1T3z142.,400.0,60.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Kokoro,FUJII,JPN,6,32+5.,6.5315.,2T4z3167.,29+4.,9.4386.,1T3z263.,175.0,72.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Mickael,MAWEM,FRA,7,23+18.,6.2503.,2T3z248.,20 7.,6.7164.,1T2z344.,432.0,112.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Alexander,MEGOS,GER,8,37+1.,8.29517.,4T4z11111.,08.,7.5708.,0T1z017.,17.0,448.0,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ludovico,FOSSALI,ITA,9,9 20.,5.8892.,0T0z0020.,,,,800.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Sean,MCCOLL,CAN,10,34 3.,8.35418.,1T2z2315.,,,,810.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Yannick,FLOHÉ,GER,11,32+4.,7.39616.,1T3z51014.,,,,896.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Nathaniel,COLEMAN,USA,12,31+8.,7.02410.,1T3z2812.,,,,960.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Rudolph,RUANA,USA,13,32+6.,7.28712.,0T3z01718.,,,,1296.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Michael,PICCOLRUAZ,ITA,14,29+15.,6.6557.,1T3z4713.,,,,1365.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Keita,DOHI,JPN,15,30+12.,7.12411.,1T4z6811.,,,,1452.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jernej,KRUDER,SLO,16,29+14.,7.29513.,2T3z759.,,,,1638.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jan,HOJER,GER,17,30+11.,8.35719.,2T3z12610.,,,,2090.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Adam,ONDRA,CZE,18,10 19.,9.00020.,3T3z1266.,,,,2280.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Stefano,GHISOLFI,ITA,19,31+9.,7.34714.,0T2z0419.,,,,2394.0,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jongwon,CHON,KOR,20,25+17.,6.8849.,1T2z2416.,,,,2448.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Kyra,CONDIE,USA,1,3.,4.,4.,Top2.,3.,3T4z6101.,48.0,6.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Valentina,AGUADO,ARG,2,2.,5.,1.,Top1.,4.,2T3z232.,10.0,8.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Andrea,ROJAS,ECU,3,4.,1.,8.,57 4.,1.,1T3z2124.,32.0,16.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Ignacia,MELLADO QUINTEROS,CHI,4,1.,12.,3.,Top3.,6.,2T3z13103.,36.0,54.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Leslie,ROMERO,VEN,5,7.,2.,6.,48+6.,2.,1T2z145.,84.0,60.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Alejandra,CONTRERAS,CHI,6,5.,3.,2.,53+5.,5.,1T2z336.,30.0,150.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Emily,GONZALEZ,ECU,7,6.,6.,9.,,,,324.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Muykuay,SILVA,CHI,8,8.,9.,5.,,,,360.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Thais Makino,SHIRAIWA,BRA,9,10.,7.,10.,,,,700.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Rocio Ailen,BECERRA,ARG,10,9.,8.,12.,,,,864.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Gabriela Andrea,SANDOVAL SEPÚLVEDA,CHI,11,12.,11.,7.,,,,924.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Josefina,MESA BARRIENTOS,CHI,12,11.,13.,11.,,,,1573.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Noelia,VENET GALLEGOS,PER,13,13.,10.,13.,,,,1690.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Danny,VALENCIA,ECU,1,2.,3.,13.,Top1.,3.,4T4z1062.,78.0,6.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Kai,LIGHTNER,USA,2,1.,7.,2.,Top2.,4.,4T4z441.,14.0,8.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,John,BROSLER,USA,3,15.,1.,7.,37 6.,1.,0T3z066.,112.5,36.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Carlos,GRANJA,ECU,4,8.,2.,3.,48+5.,2.,3T4z13115.,48.0,50.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Cesar,GROSSO,BRA,5,4.,8.,5.,48+4.,5.,4T4z1183.,160.0,60.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Rudolph,RUANA,USA,6,3.,13.,1.,Top3.,6.,3T4z594.,39.0,72.0,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Ronny,ESCOBAR,CHI,7,7.,14.,4.,,,,392.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Jose Maria,ALJARO,CHI,8,6.,21.,6.,,,,756.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Nickolaie,RIVADENEIRA,ECU,9,14.,4.,19.,,,,1064.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Galo,HERNANDEZ,ECU,10,11.,9.,11.,,,,1089.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Gustavo Jose,PEREZ,VEN,11,9.,10.,14.,,,,1260.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Felipe,HO FOGANHOLO,BRA,12,5.,23.,12.,,,,1380.0,,combined
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Benjamin,AYALA,CHI,13,13.,16.,7.,,,,1560.0,,combined
